Symbol,Market Cap (M),Sector,Use Case,Sub Use Case,Tech Stack,Sub Tech Stack,Tertiary Tech Stack,Ecosystem,Region,Custodies,CoinGecko ID,CoinGecko Symbol,CoinGecko Name,CoinMarketCap ID,CoinMarketCap Symbol,CoinMarketCap Name,CoinMarketCap Slug,CoinMetrics ID,CoinMetrics Name
DRIFT,48117784,Decentralized Finance,Trading Platforms,Derivatives,Application,,,Solana,,Anchorage Digital; Coinbase Custody; BitGo Custody,drift-protocol,drift,Drift Protocol,31278,DRIFT,Drift,drift,drift,Drift
CELO,46041845,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 2,Optimistic Rollup,,,BitGo Custody; Anchorage Digital,celo,celo,Celo,5567,CELO,Celo,celo,celo,Celo
LCX,45904815,Centralized Finance,Exchange,,Application,,,,,Coinbase Custody,lcx,lcx,LCX,4950,LCX,LCX,lcx,lcx,LCX
SSV,45687734,Blockchain Utilities & Tools,Other (Blockchain Utilities & Tools),,Application,,,Ethereum,,BitGo Custody,ssv-network,ssv,SSV Network,12999,SSV,ssv.network,ssv-network,ssv,ssv.network
POLYX,45343914,Decentralized Finance,Asset Origination and Issuance,Security Token Platforms,Blockchain Network,Layer 1,PoS,,,BitGo Custody,polymesh,polyx,Polymesh,20362,POLYX,Polymesh,polymesh,polyx,Polymesh
VANA,45251521,Blockchain Utilities & Tools,Data & Analytics Providers,Artificial Intelligence (Utilities & Tools),Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,,vana,vana,Vana,34619,VANA,Vana,vana,vana,Vana
GRASS,45010655,Decentralized Physical Infrastructure,Computation,General Purpose Compute,Application,,,Solana,,Anchorage Digital,grass,grass,Grass,32956,GRASS,Grass,grass,grass,Grass
ANKR,44913579,Blockchain Utilities & Tools,Developer Tools,,Application,,,,,Coinbase Custody; Anchorage Digital; BitGo Custody; Gemini Custody,ankr,ankr,Ankr Network,3783,ANKR,Ankr,ankr,ankr,Ankr
MASK,44737585,"Media, Arts & Entertainment",Social Networks,,Application,,,,,Coinbase Custody; Gemini Custody; BitGo Custody; Anchorage Digital,mask-network,mask,Mask Network,8536,MASK,Mask Network,mask-network,mask,Mask Network
ARDR,44574687,Blockchain Utilities & Tools,Developer Tools,Other (Developer Tools),Blockchain Network,Layer 1,PoS,,,,ardor,ardr,Ardor,1320,ARDR,Ardor,ardor,ardr,Ardor
VR,44434709,"Media, Arts & Entertainment",Metaverse,,Application,,,,,Coinbase Custody,victoria-vr,vr,Victoria VR,14822,VR,Victoria VR,victoria-vr,vr,Victoria VR
ALT,44394569,Blockchain Utilities & Tools,Interoperability,,Application,,,,,BitGo Custody,altlayer,alt,AltLayer,29073,ALT,Altlayer,altlayer,alt,Altlayer
ZAMA,44336203,Blockchain Utilities & Tools,Privacy (Utilities & Tools),,Blockchain Network,Specialized Utility Layer,,,,,zama,zama,Zama,39332,ZAMA,Zama,zama,zama,Zama
BORA,44321759,"Media, Arts & Entertainment",Gaming,Gaming Infrastructure & Tooling,Application,,,Kaia,,,bora,bora,BORA,3801,BORA,BORA,bora,bora,BORA
ORBS,43990502,Decentralized Physical Infrastructure,Computation,General Purpose Compute,Blockchain Network,Layer 0,,,,Coinbase Custody; BitGo Custody,orbs,orbs,Orbs,3835,ORBS,Orbs,orbs,orbs,Orbs
CSPR,43830080,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,,BitGo Custody,casper-network,cspr,Casper Network,5899,CSPR,Casper,casper,cspr,Casper
SNT,43519574,Blockchain Utilities & Tools,Other (Blockchain Utilities & Tools),,Application,,,,,BitGo Custody,status,snt,Status,1759,SNT,Status,status,snt,Status
USELESS,43017450,Meme,,,Application,,,Solana,,Anchorage Digital; BitGo Custody,useless-3,useless,Useless Coin,36828,USELESS,Useless Coin,theuselesscoin,useless,Useless Coin
SNEK,42923204,Meme,,,Application,,,Cardano,,BitGo Custody,snek,snek,Snek,25264,SNEK,Snek,snek,snek,Snek
UMA,42529516,Decentralized Finance,DeFi Infrastructure & Data,Oracles,Application,,,,,Gemini Custody; BitGo Custody; Coinbase Custody,uma,uma,UMA,5617,UMA,UMA,uma,uma,UMA
LRC,42492685,Decentralized Finance,Trading Platforms,Spot / Swaps,Blockchain Network,Layer 2,ZK Rollup,,,Gemini Custody; Anchorage Digital; Coinbase Custody; BitGo Custody,loopring,lrc,Loopring,1934,LRC,Loopring,loopring,lrc,Loopring
MEME,42177908,Meme,,,Application,,,,,BitGo Custody,memecoin-2,meme,Memecoin,28301,MEME,Memecoin,meme,meme,Memecoin
PUNDIX,41607988,Centralized Finance,Payment Solution & On-ramp / Off-ramp,,Blockchain Network,Layer 1,PoS,,,BitGo Custody,pundi-x-2,pundix,Pundi X,9040,PUNDIX,Pundi X (New),pundix-new,pundix,Pundi X
TRB,41561357,Decentralized Finance,DeFi Infrastructure & Data,Oracles,Application,,,,,Coinbase Custody,tellor,trb,Tellor Tributes,4944,TRB,Tellor,tellor,trb,Tellor
ONT,41396493,Blockchain Utilities & Tools,Identity & Authentication,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,,ontology,ont,Ontology,2566,ONT,Ontology,ontology,ont,Ontology
SIGN,40889995,Blockchain Utilities & Tools,Data & Analytics Providers,Data Indexing and Analysis,Application,,,,,Anchorage Digital; Coinbase Custody,sign-global,sign,Sign,35600,SIGN,Sign,sign,sign,Sign
SKL,40608090,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Sidechain,Ethereum Sidechain,,US,Coinbase Custody; BitGo Custody; Gemini Custody,skale,skl,SKALE,5691,SKL,SKALE,skale-network,skl,SKALE
BAND,40535009,Decentralized Finance,DeFi Infrastructure & Data,Oracles,Blockchain Network,Layer 1,PoS,,,Coinbase Custody; BitGo Custody,band-protocol,band,Band,4679,BAND,Band,band-protocol,band,Band Protocol
LA,39445857,Blockchain Utilities & Tools,Data & Analytics Providers,Data Indexing and Analysis,Application,,,,,,lagrange,la,Lagrange,36510,LA,Lagrange,lagrange,la,Lagrange
XCH,39220803,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,,chia,xch,Chia,9258,XCH,Chia,chia-network,xch,Chia
DAG,38946698,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,US,,constellation-labs,dag,Constellation,2868,DAG,Constellation,constellation,dag,Constellation
MVL,38912712,Decentralized Physical Infrastructure,Sensor Networks,Mobility,Application,,,,,BitGo Custody,mass-vehicle-ledger,mvl,MVL,2982,MVL,MVL,mvl,mvl,MVL
SWFTC,38853096,Decentralized Finance,DeFi Infrastructure & Data,Bridges & Bridge Aggregators,Application,,,,,Coinbase Custody; Anchorage Digital,swftcoin,swftc,SWFTCOIN,2341,SWFTC,SwftCoin,swftcoin,swftc,SwftCoin
ENJ,38766759,"Media, Arts & Entertainment",NFT Infrastructure,,Blockchain Network,Layer 1,PoS,,,Gemini Custody; BitGo Custody; Zodia; Coinbase Custody,enjincoin,enj,Enjin Coin,2130,ENJ,Enjin Coin,enjin-coin,enj,Enjin Coin
IOST,38258550,Blockchain Utilities & Tools,Interoperability,,Blockchain Network,Layer 1,PoS,,,,iostoken,iost,IOST,2405,IOST,IOST,iostoken,iost,IOST
NOT,37988660,"Media, Arts & Entertainment",Gaming,Games,Application,,,TON,,BitGo Custody,notcoin,not,Notcoin,28850,NOT,Notcoin,notcoin,not,Notcoin
ONE,37326192,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,,,harmony,one,Harmony,3945,ONE,Harmony,harmony,one_harmony,Harmony
DEP,37246523,"Media, Arts & Entertainment",Metaverse,,Blockchain Network,Sidechain,Other (Sidechain),,,BitGo Custody,deapcoin,dep,DEAPCOIN,5429,DEP,DEAPcoin,deapcoin,dep,DEAPcoin
GMT,37166467,"Media, Arts & Entertainment",Gaming,Games,Application,,,Solana,,Anchorage Digital; Coinbase Custody; Gemini Custody; BitGo Custody,stepn,gmt,GMT,18069,GMT,GMT,green-metaverse-token,gmt,GMT
ACH,36704558,Centralized Finance,Payment Solution & On-ramp / Off-ramp,,Application,,,,,Anchorage Digital; Coinbase Custody; Gemini Custody; BitGo Custody,alchemy-pay,ach,Alchemy Pay,6958,ACH,Alchemy Pay,alchemy-pay,ach,Alchemy Pay
ARK,36316395,Blockchain Utilities & Tools,Developer Tools,Other (Developer Tools),Blockchain Network,Layer 1,PoS,,,,ark,ark,ARK,1586,ARK,Ark,ark,ark,Ark
POWR,35866514,Decentralized Physical Infrastructure,Sensor Networks,Energy,Blockchain Network,Layer 1,PoS,,,BitGo Custody; Coinbase Custody,power-ledger,powr,Powerledger,2132,POWR,Powerledger,power-ledger,powr,Powerledger
HIVE,35354334,Decentralized Physical Infrastructure,Sensor Networks,Mobility,Application,,,Solana,,,hive,hive,Hive,5370,HIVE,Hive,hive-blockchain,hive,Hive
RIF,35167618,Blockchain Utilities & Tools,Developer Tools,,Application,,,,,BitGo Custody,rif-token,rif,Rootstock Infrastructure Framework,3701,RIF,Rootstock Infrastructure Framework,rsk-infrastructure-framework,rif,RSK Infrastructure Framework
CYBER,34964656,Blockchain Utilities & Tools,Data & Analytics Providers,Artificial Intelligence (Data & Analytics Providers),Application,,,,,,cyberconnect,cyber,CYBER,24781,CYBER,Cyber,cyberconnect,cyber,Cyber
ELON,34962061,Meme,,,Application,,,,,Gemini Custody; Coinbase Custody,dogelon-mars,elon,Dogelon Mars,9436,ELON,Dogelon Mars,dogelon,elon,Dogelon Mars
PEOPLE,34908272,Decentralized Finance,Other (DeFi),,Application,,,,,,constitutiondao,people,ConstitutionDAO,14806,PEOPLE,ConstitutionDAO,constitutiondao,people,ConstitutionDAO
CHEX,34868426,Decentralized Finance,Asset Origination and Issuance,Security Token Platforms,Blockchain Network,Layer 1,PoS,,,BitGo Custody,chex-token,chex,Chintai,8534,CHEX,Chintai,chex-token,chex,CHEX Token
AUCTION,34288352,Decentralized Finance,Other (DeFi),,Application,,,,,Coinbase Custody,auction,auction,Bounce,8602,AUCTION,Bounce Token,bounce-token,auction,Bounce Token
MANTA,33447332,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 2,ZK Rollup,,,,manta-network,manta,Manta Network,13631,MANTA,Manta Network,manta-network,manta,Manta Network
BREV,33156442,Decentralized Physical Infrastructure,Computation,General Purpose Compute,Blockchain Network,Specialized Utility Layer,,,,,brevis,brev,Brevis,39159,BREV,Brevis,brevis,brev,Brevis
STRAX_REPLACED,32711540,Blockchain Utilities & Tools,Developer Tools,,Blockchain Network,Layer 1,PoS,,,,stratis,strax,Xertra,30168,STRAX,Xertra,stratis-new,strax,Stratis
SOMI,32566014,"Media, Arts & Entertainment",Gaming,Gaming Infrastructure & Tooling,Blockchain Network,Layer 1,PoS,,,BitGo Custody; Anchorage Digital,somnia,somi,Somnia,37637,SOMI,Somnia,somnia,somi,Somnia
SPELL,32505244,Decentralized Finance,Asset Origination and Issuance,Stablecoin System,Application,,,,,BitGo Custody; Coinbase Custody,spell-token,spell,Spell,11289,SPELL,Spell Token,spell-token,spell,Spell Token
IO,32364832,Decentralized Physical Infrastructure,Computation,General Purpose Compute,Application,,,Solana,US,,io,io,io.net,29835,IO,io.net,io-net,io,io.net
SOLO,32337170,Decentralized Finance,Trading Platforms,Spot / Swaps,Application,,,Ripple,,,solo-coin,solo,Sologenic,5279,SOLO,Sologenic,sologenic,solo,Sologenic
WOO,32326175,Centralized Finance,Exchange,,Application,,,,,Coinbase Custody; Anchorage Digital; BitGo Custody,woo-network,woo,WOO,7501,WOO,WOO,wootrade,woo,WOO
COTI,32130394,Centralized Finance,Payment Solution & On-ramp / Off-ramp,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,BitGo Custody; Coinbase Custody,coti,coti,COTI,3992,COTI,COTI,coti,coti,COTI
SHX,32054323,Centralized Finance,Other (Centralized Finance),,Application,,,Stellar,,,stronghold-token,shx,Stronghold,3661,SHX,Stronghold SHx,stronghold-token,shx,Stronghold Token
MNGO,31450861,Decentralized Finance,Trading Platforms,Derivatives,Application,,,,,Coinbase Custody,mango-markets,mngo,Mango,11171,MNGO,Mango,mango-markets,mngo,Mango
CLANKER,31379023,Decentralized Finance,Trading Platforms,Spot / Swaps,Application,,,Base,,Anchorage Digital,tokenbot-2,clanker,tokenbot,34285,CLANKER,tokenbot,tokenbot-2,clanker,tokenbot
PEAQ,31369405,Decentralized Physical Infrastructure,Other (DePIN),,Blockchain Network,Layer 1,PoS,,,BitGo Custody,peaq-2,peaq,peaq,14588,PEAQ,peaq,peaq,peaq,peaq
BNT,31358023,Decentralized Finance,Trading Platforms,Spot / Swaps,Application,,,,,Coinbase Custody; Anchorage Digital; BitGo Custody,bancor,bnt,Bancor Network,1727,BNT,Bancor,bancor,bnt,Bancor
NEIRO,31176076,Meme,,,Application,,,Ethereum,,,neiro-3,neiro,Neiro,32521,NEIRO,Neiro,neiro,neirocto,First Neiro On Ethereum
SXT,30980459,Blockchain Utilities & Tools,Data & Analytics Providers,Data Indexing and Analysis,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,,space-and-time,sxt,Space and Time,36405,SXT,Space and Time,space-and-time,sxt,Space and Time
RLC,30727545,Decentralized Physical Infrastructure,Computation,General Purpose Compute,Blockchain Network,Specialized Utility Layer,,,,Coinbase Custody; BitGo Custody,iexec-rlc,rlc,iExec RLC,1637,RLC,iExec RLC,rlc,rlc,iExec RLC
BIGTIME,30665854,"Media, Arts & Entertainment",Gaming,Games,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,,big-time,bigtime,Big Time,28230,BIGTIME,Big Time,big-time,bigtime,Big Time
ZENT,30601091,"Media, Arts & Entertainment",Gaming,Gaming Infrastructure & Tooling,Application,,,,,,zentry,zent,Zentry,30963,ZENT,Zentry,zentry,zent,Zentry
CARV,30525150,Blockchain Utilities & Tools,Data & Analytics Providers,Artificial Intelligence (Utilities & Tools),Blockchain Network,Layer 2,ZK Rollup,Base,,,carv,carv,CARV,33372,CARV,CARV,carv,carv,CARV
IQ,30420470,Decentralized Physical Infrastructure,Other (DePIN),,Application,,,,,BitGo Custody,everipedia,iq,IQ,2930,IQ,IQ,iq,iq,IQ
BLAST,29524248,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 2,Optimistic Rollup,Blast,,Coinbase Custody,blast,blast,Blast,28480,BLAST,Blast,blast,blast,Blast
AUDIO,29478194,"Media, Arts & Entertainment",Streaming Platforms,,Application,,,,,Coinbase Custody; Gemini Custody; BitGo Custody,audius,audio,Audius,7455,AUDIO,Audius,audius,audio,Audius
BOME,29074571,Meme,,,Application,,,Solana,,BitGo Custody; Gemini Custody,book-of-meme,bome,BOOK OF MEME,29870,BOME,BOOK OF MEME,book-of-meme,bome,BOOK OF MEME
GIGGLE,28996981,Meme,,,Application,,,BNB,,,giggle-fund,giggle,Giggle Fund,38470,GIGGLE,Giggle Fund,giggle-fund,giggle,Giggle Fund
YGG,28528015,"Media, Arts & Entertainment",Gaming,Guild / DAOs,Application,,,,,BitGo Custody; Coinbase Custody,yield-guild-games,ygg,Yield Guild Games,10688,YGG,Yield Guild Games,yield-guild-games,ygg,Yield Guild Games
